split_name,feature_setting,feature,group,correlation,monotonicity,robustness,total_score
cross_train_C1_C3_test_C2,selected_top60,v_wav_cd1_var,wavelet,0.5236091272037855,0.08536966965128669,0.9489466451186023,0.39084709597426764
cross_train_C1_C3_test_C2,selected_top60,h_peak_to_peak,time,0.5615786234597948,0.04062677591225165,0.9167141755847685,0.3887114396532749
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b6_energy,wavelet,0.5150658820813592,0.09017172020850431,0.941546081380572,0.38775623726213854
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b5_energy,wavelet,0.5210497495349979,0.0802061271788087,0.9478425156675309,0.38739157720577555
cross_train_C1_C3_test_C2,selected_top60,h_band_energy_10k_nyquist,frequency,0.5394590416491023,0.06705625643039011,0.9065358383623128,0.38720560723293845
cross_train_C1_C3_test_C2,selected_top60,h_max,time,0.5601325630950663,0.03420374067629614,0.8999471360864777,0.38374249142669936
cross_train_C1_C3_test_C2,selected_top60,h_wav_cd1_energy,wavelet,0.5026628184536737,0.09484002184328096,0.9402311501297866,0.3832905329771279
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b6_energy,wavelet,0.5013863463440135,0.0990986690634145,0.9285976857199034,0.3831924093693629
cross_train_C1_C3_test_C2,selected_top60,h_max_abs,time,0.5540373882552698,0.03837288842904207,0.9050718150227081,0.3828750310015226
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b5_energy,wavelet,0.5201940323391526,0.07220304422672548,0.9376761897729744,0.38274585283756396
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b8_energy,wavelet,0.526877417633181,0.06762872574786831,0.919280198845777,0.38241821900031553
cross_train_C1_C3_test_C2,selected_top60,h_energy,time,0.4802582268286149,0.1163494559158662,0.9465661847867691,0.3813255142593308
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b7_energy,wavelet,0.5118887423628408,0.0795548358734207,0.9340978835005036,0.381176093880839
cross_train_C1_C3_test_C2,selected_top60,v_wav_ca3_var,wavelet,0.5049856041549614,0.08708856627852243,0.9360628942845566,0.38093451801734535
cross_train_C1_C3_test_C2,selected_top60,h_spectral_energy,frequency,0.4802865102702853,0.11490402178777546,0.9453209188805591,0.3806369557383088
cross_train_C1_C3_test_C2,selected_top60,h_wav_cd1_var,wavelet,0.5026357985160482,0.0872266560615873,0.940220093588859,0.3802305710415449
cross_train_C2_C3_test_C1,selected_top30,v_band_ratio_2k_5k,frequency,0.6684299976340646,0.04706352955515601,0.9484356901977375,0.4478839796588685
cross_train_C2_C3_test_C1,selected_top30,v_band_energy_10k_nyquist,frequency,0.57834938608664,0.11614075949796608,0.9435004220997187,0.4299810390524783
cross_train_C2_C3_test_C1,selected_top30,h_abs_mean,time,0.5922726258343528,0.0880828412837901,0.9810660861538365,0.42947605804607614
cross_train_C2_C3_test_C1,selected_top30,h_wpt_l3_b7_energy_ratio,wavelet,0.645173650229769,0.02784262715511355,0.9483854393493705,0.428562419911867
cross_train_C2_C3_test_C1,selected_top30,h_wpt_l3_b2_rms,wavelet,0.5890306053860094,0.08968660607632699,0.9739807940736498,0.4277880245309005
